推文ID,发布时间,JEV评级,JEV综合分,细分赛道,点赞量,转推量,回复量,浏览量,配图数,推文正文,核心干货提要,原推链接
1706919028638330963,2023-09-27 06:29:44,C,19,交易心法复盘与知行合一进化,69,1,60,48633,0,front真是啪啪打脸，原来我是傻逼。不过500u小号险之又险0.64跑了front，到了4766u https://t.co/V0j41ZbAjT,front真是啪啪打脸，原来我是傻逼。不过500u小号险之又险0.64跑了front，到了4766u,https://x.com/xiaomustock/status/1706919028638330963
1706814364324372931,2023-09-26 23:33:50,C,19,交易心法复盘与知行合一进化,45,2,28,33223,0,做多的人多还是做空的人多币安都有直接的数据，炒币是不是炒傻了，不会看吗🤣在那瞎逼意淫，看图说话这是做空的多还是做多的多✋🏼🤚🤚🤚 https://t.co/bWscT9co9Y,做多的人多还是做空的人多币安都有直接的数据，炒币是不是炒傻了，不会看吗🤣在那瞎逼意淫，看图说话这是做空的多还是做多的多✋🏼🤚🤚🤚,https://x.com/xiaomustock/status/1706814364324372931
1706808648666644984,2023-09-26 23:11:07,C,0,交易心法复盘与知行合一进化,2,0,1,2848,0,@cwzyguo 👍👍👍👍👍👍👍,@cwzyguo 👍👍👍👍👍👍👍,https://x.com/xiaomustock/status/1706808648666644984
1706806511060611412,2023-09-26 23:02:37,C,19,现货期货微观与庄家博弈,21,0,27,25826,0,front费率还是正，说明了什么，你们思考一下 https://t.co/fQTJLEB3Yd,front费率还是正，说明了什么，你们思考一下,https://x.com/xiaomustock/status/1706806511060611412
1706770507436270072,2023-09-26 20:39:33,C,7,交易心法复盘与知行合一进化,6,0,1,7457,0,翻了一下amb地址，有33个1亿代币地址，如果这33个不动，那就是2200万流通市值，如果动就是6千万，但几个月一直没动过，默认当作非流通看，动了就跑，不动就拿着,翻了一下amb地址，有33个1亿代币地址，如果这33个不动，那就是2200万流通市值，如果动就是6千万，但几个月一直没动过，默认当作非流通看，动了就跑,https://x.com/xiaomustock/status/1706770507436270072
1706767073114734800,2023-09-26 20:25:55,C,19,现货期货微观与庄家博弈,21,1,8,21433,0,amb的量目前看了一圈是最夸张的，十倍市值，现货量跟市值一样，合约持仓也接近市值了 https://t.co/HIXzE10lWm,amb的量目前看了一圈是最夸张的，十倍市值，现货量跟市值一样，合约持仓也接近市值了,https://x.com/xiaomustock/status/1706767073114734800
1706759450764153323,2023-09-26 19:55:37,C,0,交易心法复盘与知行合一进化,1,0,0,1130,0,@ShuYu622 @friendtech 原来是才女👍,@ShuYu622 @friendtech 原来是才女👍,https://x.com/xiaomustock/status/1706759450764153323
1706746848042434745,2023-09-26 19:05:33,C,8,加密大周期与流动性配置,0,0,1,461,0,@btc888w 你长得漂亮还是会的活多…..为什么会萌生出我会带你回本,@btc888w 你长得漂亮还是会的活多…..为什么会萌生出我会带你回本,https://x.com/xiaomustock/status/1706746848042434745
1706744407645655511,2023-09-26 18:55:51,C,17,交易心法复盘与知行合一进化,24,0,23,19658,0,怎么全是学我500u挑战的🤣老表们都来点新意，出去玩了十几天没弄小号，目前还是3800多u https://t.co/ZIHLofYAek,怎么全是学我500u挑战的🤣老表们都来点新意，出去玩了十几天没弄小号，目前还是3800多u,https://x.com/xiaomustock/status/1706744407645655511
1706742639289127072,2023-09-26 18:48:49,C,0,交易心法复盘与知行合一进化,1,0,0,2130,0,@laoyu123123 这不全是学我的么,@laoyu123123 这不全是学我的么,https://x.com/xiaomustock/status/1706742639289127072
1706740584440910098,2023-09-26 18:40:39,C,18,现货期货微观与庄家博弈,18,2,7,19517,0,合约持仓量，费率上看front都长的很健康，很符合条件，不过我大号还是喜欢保守一些，剩5万u的front继续拿着 https://t.co/AmeztXqJJ0,合约持仓量，费率上看front都长的很健康，很符合条件，不过我大号还是喜欢保守一些，剩5万u的front继续拿着,https://x.com/xiaomustock/status/1706740584440910098
1706739122893644020,2023-09-26 18:34:51,C,16,交易心法复盘与知行合一进化,13,0,14,21826,0,发这条推特的时候，币安和ok各买10万u的front，但是今天这么涨真拿不住，剩5万u的了 https://t.co/nLoxgAvmy0,发这条推特的时候，币安和ok各买10万u的front，但是今天这么涨真拿不住，剩5万u的了,https://x.com/xiaomustock/status/1706739122893644020
1706732691670892967,2023-09-26 18:09:17,C,0,交易心法复盘与知行合一进化,1,0,1,1996,0,@yumipeixuan 这胸能不能下次给我看看👀,@yumipeixuan 这胸能不能下次给我看看👀,https://x.com/xiaomustock/status/1706732691670892967
1706713151062884492,2023-09-26 16:51:39,C,17,交易心法复盘与知行合一进化,20,1,9,8430,0,做交易买卖币别信任何人，理论上所有人互相之间都是对手盘，包括我和任何人，或者whoever和我，除非他是你的好朋友可以跟你同步操作 https://t.co/LJwE2qUwlZ,做交易买卖币别信任何人，理论上所有人互相之间都是对手盘，包括我和任何人，或者whoever和我，除非他是你的好朋友可以跟你同步操作,https://x.com/xiaomustock/status/1706713151062884492
1706696169919783420,2023-09-26 15:44:10,C,0,交易心法复盘与知行合一进化,1,0,1,506,0,@DayNewsTrader 😂😂😂😂😂😂,@DayNewsTrader 😂😂😂😂😂😂,https://x.com/xiaomustock/status/1706696169919783420
1706695814377037867,2023-09-26 15:42:45,C,0,交易心法复盘与知行合一进化,2,0,2,1845,0,@heyibinance @binancezh 币安能不能搞个多账户自由切换,@heyibinance @binancezh 币安能不能搞个多账户自由切换,https://x.com/xiaomustock/status/1706695814377037867
1706695582037782539,2023-09-26 15:41:50,C,11,交易心法复盘与知行合一进化,34,3,12,12206,0,买币的时候要清楚自己买的是什么，是强烈的上涨预期和极致的性价比，而不是其他什么东西,买币的时候要清楚自己买的是什么，是强烈的上涨预期和极致的性价比，而不是其他什么东西,https://x.com/xiaomustock/status/1706695582037782539
1706683005907992846,2023-09-26 14:51:51,C,0,交易心法复盘与知行合一进化,3,1,3,7520,0,不做任何购买意见，但希望这条能对大家的平时交易有所帮助🤚,不做任何购买意见，但希望这条能对大家的平时交易有所帮助🤚,https://x.com/xiaomustock/status/1706683005907992846
1706682518680768734,2023-09-26 14:49:55,B,39,现货期货微观与庄家博弈,69,16,24,25961,0,"如果有时候买币的时候很难确定，那么就做一个简单的同接近市值比较。
比如我们调movr和front
1.movr市值3300万，front市值4000万

2.movr交易量366万美金，front交易量2700万美金

3.movr没合约，front合约持仓1900万美金，交易量1.79亿美金

这么一看是不是觉得如果在犹豫买不买movr的时候，front是不是更好的选择。

或者front和另外一个对比的时候，另外一个会变成更好的选择，

希望这条能解决大家的选择困难症🤚",如果有时候买币的时候很难确定，那么就做一个简单的同接近市值比较。,https://x.com/xiaomustock/status/1706682518680768734
1706637313705451743,2023-09-26 11:50:18,C,8,加密大周期与流动性配置,3,0,4,4410,0,@cz_binance Ft…..ftx…….htx…….x is next？🤣,@cz_binance Ft…..ftx…….htx…….x is next？🤣,https://x.com/xiaomustock/status/1706637313705451743
1706633794541752712,2023-09-26 11:36:18,C,0,交易心法复盘与知行合一进化,1,0,0,1633,0,@jasmy_BNB 😂,@jasmy_BNB 😂,https://x.com/xiaomustock/status/1706633794541752712
1706633256236437930,2023-09-26 11:34:10,B,34,交易心法复盘与知行合一进化,28,1,10,13552,0,"孙子.虚实篇中说，水无常形，兵无常态。
原文讲：
夫兵形象水，水之形，避高而趋下；兵之形，避实而击虚。水因地而制流，兵因敌而制胜。故兵无常势，水无常形；能因敌变化而取胜者，谓之神。

交易需要不断的感知市场的变化，涨跌幅榜就是变化最激烈的地方，捕捉链上最活跃的资金在干什么，探索规律，优化归纳总结并践行，今天的你也会和昨天大不相同，加油",孙子.虚实篇中说，水无常形，兵无常态。,https://x.com/xiaomustock/status/1706633256236437930
1706624047457435841,2023-09-26 10:57:35,C,0,加密大周期与流动性配置,4,0,0,5206,0,@DeFi8362 这风格坚持下去你绝壁爆火,@DeFi8362 这风格坚持下去你绝壁爆火,https://x.com/xiaomustock/status/1706624047457435841
1706310908245385680,2023-09-25 14:13:16,C,19,现货期货微观与庄家博弈,41,2,30,53910,0,front的交易量和市值比值好大，三千万市值，合约三个亿交易量，现货4900万交易量 https://t.co/YqaMlrLgmV,front的交易量和市值比值好大，三千万市值，合约三个亿交易量，现货4900万交易量,https://x.com/xiaomustock/status/1706310908245385680
1706050208906269021,2023-09-24 20:57:21,C,6,交易心法复盘与知行合一进化,12,1,11,20660,0,一年过去了，很多事情只能放心里，但也是会留下痕迹,一年过去了，很多事情只能放心里，但也是会留下痕迹,https://x.com/xiaomustock/status/1706050208906269021
1706046849893724245,2023-09-24 20:44:00,C,0,加密大周期与流动性配置,4,0,0,2702,0,@xingzhi888 我当时大学没钱，背校园贷买的比特币莱特币🤣,@xingzhi888 我当时大学没钱，背校园贷买的比特币莱特币🤣,https://x.com/xiaomustock/status/1706046849893724245
1706017576562704426,2023-09-24 18:47:41,C,12,现货期货微观与庄家博弈,19,0,19,20092,0,搞5万u的amb现货，合约持仓貌似这一会多了一百万美金 https://t.co/mxkDLjThTE,搞5万u的amb现货，合约持仓貌似这一会多了一百万美金,https://x.com/xiaomustock/status/1706017576562704426
1706016307328549025,2023-09-24 18:42:38,C,0,交易心法复盘与知行合一进化,0,0,3,1455,0,@JiokNd 这玩意有5万u的,@JiokNd 这玩意有5万u的,https://x.com/xiaomustock/status/1706016307328549025
1706005889331654915,2023-09-24 18:01:14,C,9,交易心法复盘与知行合一进化,34,0,102,33966,0,老表们，现在买啥，发一个，我看看可以买就买一手,老表们，现在买啥，发一个，我看看可以买就买一手,https://x.com/xiaomustock/status/1706005889331654915
1705914794560077826,2023-09-24 11:59:16,C,16,交易心法复盘与知行合一进化,34,5,16,21928,0,我时常提醒自己，但很难践行这个原则，买过很多都没依照这个原则来，慢慢努力，只玩有资金参与的，不提前做预判。,我时常提醒自己，但很难践行这个原则，买过很多都没依照这个原则来，慢慢努力，只玩有资金参与的，不提前做预判。,https://x.com/xiaomustock/status/1705914794560077826
1705905651690484091,2023-09-24 11:22:56,C,8,加密大周期与流动性配置,1,0,2,2313,0,@shequjuncrypto 好玩的，没恐惧🤣爆仓都经历过多少次，这个没有爆仓的时候心跳快🤣,@shequjuncrypto 好玩的，没恐惧🤣爆仓都经历过多少次，这个没有爆仓的时候心跳快🤣,https://x.com/xiaomustock/status/1705905651690484091
1705904698757099742,2023-09-24 11:19:09,C,13,交易心法复盘与知行合一进化,32,0,25,17921,0,昨天去跳了个伞，好玩🤣 https://t.co/hPK8ICrhZF,昨天去跳了个伞，好玩🤣,https://x.com/xiaomustock/status/1705904698757099742
1705882187311055031,2023-09-24 09:49:41,C,0,加密大周期与流动性配置,0,0,1,1405,0,@DeFi8362 拍了几张🤣,@DeFi8362 拍了几张🤣,https://x.com/xiaomustock/status/1705882187311055031
1705880037067526468,2023-09-24 09:41:09,C,19,交易心法复盘与知行合一进化,47,0,34,30963,0,人性是见不得别人好的，炒币也一样，很多人喜欢看别人亏钱并幸灾乐祸，尤其是国人，心眼太多，太累，还是老外好，晒太阳有得胸罩也不穿，直接脱了换内裤，坦诚相待，这是不花钱就能看的么🤣 https://t.co/EZXCAu78HN,人性是见不得别人好的，炒币也一样，很多人喜欢看别人亏钱并幸灾乐祸，尤其是国人，心眼太多，太累，还是老外好，晒太阳有得胸罩也不穿，直接脱了换内裤，坦诚相,https://x.com/xiaomustock/status/1705880037067526468
1705721309030687172,2023-09-23 23:10:25,C,19,交易心法复盘与知行合一进化,21,1,23,21450,0,买了祖传5万u的torn，博一个换usdt交易所预期，gft和cream俩个参照物 https://t.co/Wj8lgzRjGS,买了祖传5万u的torn，博一个换usdt交易所预期，gft和cream俩个参照物,https://x.com/xiaomustock/status/1705721309030687172
1705703995979845756,2023-09-23 22:01:37,C,0,交易心法复盘与知行合一进化,0,0,0,208,0,@SuiyuanT4981 平时比较喜欢飞无人机,@SuiyuanT4981 平时比较喜欢飞无人机,https://x.com/xiaomustock/status/1705703995979845756
1705703606387646552,2023-09-23 22:00:04,C,0,交易心法复盘与知行合一进化,0,0,0,218,0,@PiChainc 买的多主要是，赚20%也可以了,@PiChainc 买的多主要是，赚20%也可以了,https://x.com/xiaomustock/status/1705703606387646552
1704365027304649010,2023-09-20 05:21:02,C,19,仓位风控与跨市场大资产对冲,37,0,32,43888,0,lever把小号干回撤了，应该看到这俩个大额转币安出货的立马跑他娘的 https://t.co/n4BB9bY6Av,lever把小号干回撤了，应该看到这俩个大额转币安出货的立马跑他娘的,https://x.com/xiaomustock/status/1704365027304649010
1702541642639798631,2023-09-15 04:35:33,B,31,加密大周期与流动性配置,151,82,256,70457,0,做一个有奖分享，说一个你发现的一个规律或者策略，或者对加密某些现象的思考，你认为有价值我就让它变得有价值，从评论同时转发的朋友里面选10个人，每人送100美金 https://t.co/CH4h5hjmxS,做一个有奖分享，说一个你发现的一个规律或者策略，或者对加密某些现象的思考，你认为有价值我就让它变得有价值，从评论同时转发的朋友里面选10个人，每人送1,https://x.com/xiaomustock/status/1702541642639798631
1702526439307006291,2023-09-15 03:35:09,A,53,现货期货微观与庄家博弈,138,37,34,59706,0,"今天说一个很多人偷偷摸摸在用的套利的策略思路，昨天为了规避某些事情删了特指的。如果同一个币币安费率结算时间是4小时，2小时，其他交易所是8小时，先观察俩者的期货价格比较有关联性，同涨同跌的话，那么这中间就有非常大的套利空。

如果在币安是2小时结算，其他交易所是8小时结算，那么中间会有三次币安费率结算的时候，其他交易所没有对期货进行结算。那接下来就会有俩种套利思路：

1.如果期货结算的瞬间价格瞬间下跌（往上），如果费率为负，可以选择在其他交易所的三个非结算时间，卡点前几秒入空单，结算瞬间吃下跌跌幅收益平空。

2.如果期货结算价格瞬间下跌或者波动不大，或者难以预测波动方向，如果费率为负，可以选择在币安结算费率的三个时段结算前几秒的时候开多吃费率，同时在其他交易所开空套保。

这个是很多人吃饭的碗，我今天给他们拿出来，让你们一起去吃🤣卷起，价值百万美金或者容易喜提交易所封号。

总结不易且风险巨大🤣建议点赞收藏",今天说一个很多人偷偷摸摸在用的套利的策略思路，昨天为了规避某些事情删了特指的。如果同一个币币安费率结算时间是4小时，2小时，其他交易所是8小时，先观察,https://x.com/xiaomustock/status/1702526439307006291
1702309715806679056,2023-09-14 13:13:58,B,36,现货期货微观与庄家博弈,42,3,39,35121,0,"晚上八点多链上upbit交易所疯狂转入axs，棒子upbit交易所axs溢价5块多，比币安高多了。

upbit他们链上是这套逻辑，自己交易所的人买的多了，交易所的做市商就从其他交易所买了往自己交易所充，所以币安肯定拉就用小号测试了一下。 https://t.co/BNv5Lmtamp",晚上八点多链上upbit交易所疯狂转入axs，棒子upbit交易所axs溢价5块多，比币安高多了。,https://x.com/xiaomustock/status/1702309715806679056
1702140644607877211,2023-09-14 02:02:08,A,42,加密大周期与流动性配置,19,4,19,33122,0,今天慢走胡思乱想了一下，黄金都要500了，数字黄金btc纹丝不动？国内一直降息印钱救经济，老美一直加息但是加息一旦停止，大量的钱从银行涌入市场，btc不得疯长，实物黄金已经长得离谱了，应该轮到btc，但我觉得应该只是btc……..要不要把u换成btc……国内加息是不可能了，加一下得把经济干废了。………..本身一直看空的，大脑🧠胡思乱想，又想看多市场，不构成任何投资建议,今天慢走胡思乱想了一下，黄金都要500了，数字黄金btc纹丝不动？国内一直降息印钱救经济，老美一直加息但是加息一旦停止，大量的钱从银行涌入市场，btc,https://x.com/xiaomustock/status/1702140644607877211
1701781643093033097,2023-09-13 02:15:35,B,30,二级实战买卖与标品护城河,30,1,17,16841,0,有好的想法，思路，策略大家互相交流，过时了也没关系，很多五花八门的策略和思维方式真可以大开眼界和突破思维牢笼，还会值得人细细回想，这样搞居然也很赚钱。丢掉自己的固执，多多交流！我很讨厌开大会搞那种虚头巴脑的会议，但是如果去面基几个没见过面的币友，听听他们赚钱的方法和亏钱经历，我每次都觉得受益匪浅不虚此行。,有好的想法，思路，策略大家互相交流，过时了也没关系，很多五花八门的策略和思维方式真可以大开眼界和突破思维牢笼，还会值得人细细回想，这样搞居然也很赚钱。,https://x.com/xiaomustock/status/1701781643093033097
1701612954679189513,2023-09-12 15:05:17,C,10,现货期货微观与庄家博弈,11,1,12,12592,0,小号把lit现货换了一点点整了xvs https://t.co/v2mDBa6lB0,小号把lit现货换了一点点整了xvs,https://x.com/xiaomustock/status/1701612954679189513
1701126511716368589,2023-09-11 06:52:20,S,86,加密大周期与流动性配置,362,96,35,398969,1,"构建属于自己交易体系或者策略，首先是需要找到自己擅长的细分领域，比如现货？etf？杠杆？期货？期现套利？还有理财产品借贷和现货搭配套利，链上工具做夹子赚钱？费率套利？五花八门，但只要你在某一个细分领域一直可以赚到钱或者赚钱的概率大于50%，都值得总结成策略反复使用。

就拿现货来说，又分长周期，中周期，短周期情绪。每种玩法对应的策略肯定也大相径庭。我只会短周期四五天那种赚情绪的钱，因为自身性格缺陷，易冲动没耐心，短周期的情绪操作更适合我。

确定好最适合自己的细分领域之后，就需要开始具像化自己的买入条件，卖出条件，止损条件，每次操作的资金配比。在确定使用策略之前最好能通过编写python量化工具，爬历史数据来回测一边自己策略的收益率，看看能不能真正保证自己的策略是可执行的，盈利的，然后再去根据行情的变化修正。

然后我们需要几个方面去辅助。
1.安全的交易场所，cex币安，ok或链上钱包相对靠谱的dex比如uni，1inch，如果策略执行在非常冷门的交易所那就很可能要做好损失全部资金的准备，收益必须要和自己自己面临的损失成正比。别钱是赚了交易所跑路了，或者链上defi跑路了😂。

2.针对策略的需求编写相应的监测工具，或者用现成通用的监测工具给自己提供即时的监测服务，对币安ok或者链上数据实时监测，最好可以即时发到微信上的那种。

3.充分全面及时的信息接收，对有价值的推特进行监测比如@wublockchain12 @EmberCN ，加入相对有价值的社群，尤其是可以给你提供非常多即时事件的群，层次和活跃度越高越好。他们更容易发现最新的事物，发现行业最新的动态或者创新。没人说话和做交易的社群建议直接退掉。比如brc20，如果信息比较广的人可能在三月10号左右知道有比特币铭文这个事情。还有就是一些财经软件比如金色财经有些数据信息和经济数据预告也相对有价值。

4.学习：可以是书，但只能作为借鉴，真正赚钱的东西不会写在里面。投资类的书肯定不是写出来的，而是在金融市场中用钱堆出来的。
也可以是自己或者自己认为身边通过交易起家的币圈牛人（非常多，每个人发财的门道其实都不太一样，我一个朋友七分他靠币安的etf打针撸了小一千万。现在没这个漏洞了）

甚至可以是很多老表的亏钱经验，也非常值得学习。如果你能把币圈五花八门的亏钱方式都避开，那赚钱概率肯定在50%以上，活到下一个牛市的概率在99%以上。

5.原则：要知道在这市场里什么事情不能做，跟上一条有点类似，多看看身边的人是怎么亏完的，多听听他们的故事，分析总结他们亏损的原因，形成自己的交易原则，时刻保持敬畏，不越界。

6.心态：心态高于技术高于策略，看淡盈亏。亏损及时止损时要有壮士断腕的勇气，符合条件追高时也要有一击命中的信心。
不要去追求每次交易都盈利才走，很容易在判断失误的时候造成非常巨大的亏损。尤其在合约里面，能不玩尽量不要去玩合约，合约最恐怖的风险就是不认错扛单加保证金梭哈扛单最终灰飞烟灭一无所有，这样的例子在币圈数不胜数。

交易的核心是人，取决于盈利的不是市场，而是人，所以要了解自己，尤其是对自己的性格弱点和优势全面分析了解，你才明白你到底适合什么样的策略，以怎么样的心态面对交易。

（总结不易，多多收藏，视频与文字无关，纯粹吸睛）",构建属于自己交易体系或者策略，首先是需要找到自己擅长的细分领域，比如现货？etf？杠杆？期货？期现套利？还有理财产品借贷和现货搭配套利，链上工具做夹子,https://x.com/xiaomustock/status/1701126511716368589
1700758823722733691,2023-09-10 06:31:16,C,15,加密大周期与流动性配置,29,0,13,17530,0,整个市场没流动性，赚钱的都来自互割，亏钱是常态，没意义，不玩了，等lit清完基本上u持仓，明天开始系统的研究在加密货币市场构建交易体系，为行情来的时候做准备。,整个市场没流动性，赚钱的都来自互割，亏钱是常态，没意义，不玩了，等lit清完基本上u持仓，明天开始系统的研究在加密货币市场构建交易体系，为行情来的时候,https://x.com/xiaomustock/status/1700758823722733691
1700742087933911169,2023-09-10 05:24:46,A,44,仓位风控与跨市场大资产对冲,29,1,12,15443,0,"炒币如果考虑别人的看法，怎么做都不可能对。
1.只说买了啥不发买入图：肯定10u仓位瞎几把喊单。
2.只发买入图，不发卖出：肯定涨了偷偷割韭菜。
3.发了买入图，盈利位置发卖出图：看，就是涨起来了割韭菜。
3.发了买入图，盈利了没卖怕别人跟着买了砸他们盘亏钱卖：看吧，我就知道它是菜逼，就是因为他没卖所以我也没卖亏钱了。
4.买卖的时候都没有发图，盈利的时候发买卖记录：看吧，我就知道这个逼是马后炮。
5.发了买入图盈利没有卖，亏钱了也没卖：我就说他菜逼，垃圾行情赚钱还不跑。

所以别天天问我买了没有卖了没有，我其实对亏盈不太在乎，多几万u少几万u对我没啥影响。除了小号我非常在乎😂所有都是个人操作记录，你们非要找本抄袭，我也累呐老表们。",炒币如果考虑别人的看法，怎么做都不可能对。,https://x.com/xiaomustock/status/1700742087933911169
1700721515162149349,2023-09-10 04:03:01,S,77,加密大周期与流动性配置,468,163,81,169960,2,"熊市没得钱赚，lit和cyber被暴打，今天分享一个寻找狗庄的方法，独属于区块链有。每天可以对着币安涨幅前15的所有币去链上查各个币的持仓地址，重点关注俩个信息。
1.交易所地址余额的变化
2.非交易所地址有无建仓地址疯狂买入。

如果交易所地址的币都是整体流出到非交易所地址，那么肯定狗庄在建仓，不过这个前提是基于狗庄不是交易所本身，并且狗庄对交易所不信任担心他们的数据盘，所以会提币到链上，逼空交易所的流动性快速拉盘。

这个有很多案例可以参考，比如以前在币圈动静很大的yfii，就发生过狗庄提空了币安的yfii，然后交易所爆拉。还有今年5月底的lina，也是这个操作。我给你们一个6月2号的lina链上一个地址截图你们就明白了，再看看6.2号的价格。

今天是超级干货，总结不易建议收藏✋🏼✋如果不是熊市彻底没行情了我是不会分享出来的。我用这个思路赚了一百多万美金",熊市没得钱赚，lit和cyber被暴打，今天分享一个寻找狗庄的方法，独属于区块链有。每天可以对着币安涨幅前15的所有币去链上查各个币的持仓地址，重点关,https://x.com/xiaomustock/status/1700721515162149349
1700514477010227208,2023-09-09 14:20:20,B,27,现货期货微观与庄家博弈,57,8,38,27761,0,我很期待出现一个强庄币，就是合约持仓非常庞大币价却没有涨太多的那种，这种拉盘自然会有庄家来拉盘，它也不会在乎你买了现货抢了它的筹码，它是赚合约里的钱的，现货对他赚的都是小钱，一路往上不会互割。,我很期待出现一个强庄币，就是合约持仓非常庞大币价却没有涨太多的那种，这种拉盘自然会有庄家来拉盘，它也不会在乎你买了现货抢了它的筹码，它是赚合约里的钱的,https://x.com/xiaomustock/status/1700514477010227208
1700474350892380172,2023-09-09 11:40:53,B,23,交易心法复盘与知行合一进化,17,0,10,16589,0,人民币看样子岌岌可危，国内金价在涨，国外金价在跌……很多人因为不能自由的兑换外汇，选择换成黄金，这些人可能预测即使黄金相对于美元是下跌的，但相对于人民币肯定还是上涨的，中间产生了巨大的贬值预期…….黄金价目前相当于7.5几的人民币 https://t.co/d8Jj3f30ty,人民币看样子岌岌可危，国内金价在涨，国外金价在跌……很多人因为不能自由的兑换外汇，选择换成黄金，这些人可能预测即使黄金相对于美元是下跌的，但相对于人民,https://x.com/xiaomustock/status/1700474350892380172
1700384532896100597,2023-09-09 05:43:58,S,61,现货期货微观与庄家博弈,522,123,52,134687,0,"今天补充俩点强参考值，对买入条件补充，简单归纳为，
参考值1：48小时最低价到最高价涨幅低于25%，大于15%
参考值2:成交量4小时成交量增长连续，24小时成交量持续增加
买入条件：
1.涨幅榜前三，
2.费率为正或者为0，
3.现货交易量达到60%+流通市值，（60%有点苛刻，40%可能买到的成本更低，但买到大牛币的概率也会变差）
4.合约持仓量大于流通市值（强买入条件，很少出现，但出现了就是非常牛逼的币）

四个强买入条件同时发生直接干进去，

卖出条件：费率拉满或者相对很高的时候直接清出走人🤣

所有条件和参考值，同时生效同时发生的币才更强，条件越少越差劲

总结不易，多点赞💗加个书签收藏",今天补充俩点强参考值，对买入条件补充，简单归纳为，,https://x.com/xiaomustock/status/1700384532896100597
1700331685584273430,2023-09-09 02:13:59,B,34,现货期货微观与庄家博弈,30,3,8,13169,0,cyber只要到个5.8-5.9我就跑了，如果某个币自己买的比较多，建议你们挂单的时候不要用限价挂单，应该采用止盈止损挂单，到了触发价格，直接砸盘走人，如果买的比较小额可以选择直接限价挂单比较好，省手续费。 https://t.co/HX7pW4X7Yf,cyber只要到个5.8-5.9我就跑了，如果某个币自己买的比较多，建议你们挂单的时候不要用限价挂单，应该采用止盈止损挂单，到了触发价格，直接砸盘走人,https://x.com/xiaomustock/status/1700331685584273430
1700178187928449147,2023-09-08 16:04:02,B,33,现货期货微观与庄家博弈,174,11,118,1023427,0,录个视频做个公证，除了支付转了500u没有任何充值，真实有效，今日第四天1100u，慢慢从现在几千块钱熬，一直熬到这个账户到500万美金，比例的话始终4/5现货，1/5期货多，资金多了以后会降低比例。 https://t.co/2KzcWatbtV,录个视频做个公证，除了支付转了500u没有任何充值，真实有效，今日第四天1100u，慢慢从现在几千块钱熬，一直熬到这个账户到500万美金，比例的话始终,https://x.com/xiaomustock/status/1700178187928449147
1700037613002887520,2023-09-08 06:45:26,S,72,现货期货微观与庄家博弈,216,46,37,69180,0,"再讲讲合约持仓大于或者远大于流通市值的买入原理：

庄家在拉盘之前，如果是实力非常强大的庄家，肯定要在合约里先埋入合约多单，对庄家来说越多越好，trb就是那会埋入了三倍于流通市值的多单，等多单买进去后，庄家才开始拉盘现货，所以在8.27号那天四条强买入条件居然全中，这个很少见到这种情况发生，庄家只需要很少的钱拉盘现货，在合约里他能赚到三倍于现货涨跌幅的钱，理论上它不建仓的话能一直拉盘拉下去，永动机。不过做空的人太多的时候期货价格跟不上去，那么庄家拉盘就没有收益了。基本上这时候费率也拉满了，很显然trb现在就处于这种状态，现货28u，期货22u，基本上就是trb绝对的顶部，因为庄家再拉盘的话没有任何收益了，合约不跟随了（应该是交易所不想亏钱了故意压住了合约价格）

这是合约持仓量大于流通市值作为买入条件的底层逻辑，建议收藏一下🤚👻",再讲讲合约持仓大于或者远大于流通市值的买入原理：,https://x.com/xiaomustock/status/1700037613002887520
1699832909803450485,2023-09-07 17:12:01,B,22,交易心法复盘与知行合一进化,69,4,66,21284,0,"睡觉前又想到了凉席，做空没啥好下场，给自己加一个更大的惩罚，如果看到我做空不管是微信还是推特，找到证据，那么我就从这条推文的评论随机抽10个帅哥靓妹空投每人空投一个极品嫩模男模！

千万别去做空！散户就不会一直输！",睡觉前又想到了凉席，做空没啥好下场，给自己加一个更大的惩罚，如果看到我做空不管是微信还是推特，找到证据，那么我就从这条推文的评论随机抽10个帅哥靓妹空,https://x.com/xiaomustock/status/1699832909803450485
1699800764296671732,2023-09-07 15:04:17,A,49,现货期货微观与庄家博弈,326,80,48,35540,0,"再补充一条更强的买入条件补充，
现货交易量达到市值的60%+以上
也就是可以简单归纳为，

买入条件：
1.涨幅榜前三，
2.费率为正或者为0，
3.交易量达到60%+市值，
可以直接作为强买入条件直接干进去，

卖出条件：费率拉满或者相对很高的时候直接清出走人🤣
（重新发一遍，这个也可以直接加书签收藏，同时符合这三个逻辑直接梭哈大胆买入，绝对靠谱）",再补充一条更强的买入条件补充，,https://x.com/xiaomustock/status/1699800764296671732
1699798073244090761,2023-09-07 14:53:36,C,19,现货期货微观与庄家博弈,21,1,25,28343,0,你们4.45买的，我4.68买的，4.85我先先走了😂小号现货已清出，大号撸个2000u https://t.co/hNy4hiJaRZ,你们4.45买的，我4.68买的，4.85我先先走了😂小号现货已清出，大号撸个2000u,https://x.com/xiaomustock/status/1699798073244090761
